Pada mulanya , Allah menciptakan langit dan bumi . ||| Uru-uru tèka , Ama Lamatua pajꞌajꞌi dedha-liru dènge rai-haha .
Dengan demikian , kamu dapat tinggal bersama kami . Tanah ini ada di hadapanmu , tinggallah , berdaganglah , dan kumpulkanlah hartamu dari itu . ” ||| Sèna ka èdhi pea paꞌoru paꞌèci ètu dꞌara rai neꞌe . Sadꞌi miu dꞌèi era mia èèna ka , mi pea la dènge boe ngaa-ngaa . Mi dꞌaga , sèna ka abhu kakaja ètu neꞌe . ”
Kemudian , Sikhem berkata kepada ayah perempuan itu dan kepada saudara-saudaranya , “ Biarlah aku mendapatkan kemurahan di matamu dan apa pun yang kamu katakan kepadaku , aku akan memberikannya . Bebankanlah sebanyak mungkin maskawin dan hadiah kepadaku , maka aku akan memberikannya sesuai dengan yang engkau katakan kepadaku . Hanya , berikanlah gadis itu kepadaku sebagai istri . ” ||| Hèia Sikem peka dènge ama Dina dènge aꞌa na sèra , peka na , “ Miu se , sadꞌi manèngi ngaa , jaꞌa dhoka madhutu di . Masi ka miu manèngi doi pamèu madha , dènge kabꞌua pèri-pèri èèna ka , jaꞌa hia . Sadꞌi moꞌo jaꞌa leo dènge ana hèni miu . ”
Karena adik perempuan mereka telah dinodai , para anak laki-laki Yakub menjawab Sikhem dan Hemor , ayahnya , dengan tipu daya . ||| Te ngaa ana-ana Yakob se reꞌa le , Sikem dhu tao pakarehe ana hèni ra Dina . Hèia ra karihu-kahadhu , ka ra bèle , peka mi Sikem dènge ama na Hemor ,
Kata mereka , “ Kami tidak dapat melakukan hal ini , yaitu menyerahkan adik kami kepada seorang laki-laki yang tidak bersunat karena hal itu akan menjadi aib bagi kami . ||| aku rèngu na , “ Jiꞌi bisa boe hia ana hèni jiꞌi leo dènge dhèu dhu suna boe . Te èèna na , era makae jiꞌi èèna !
Hanya dengan syarat ini kami akan setuju denganmu , yaitu seluruh laki-laki di antaramu harus disunat . ||| Te ngaa jꞌara na sèmi neꞌe : Miu se , hudꞌi sama ku sèmi jiꞌi , mone aaꞌi-aaꞌi ra , ana iiki , dhèu kapai , hudꞌi suna ku .
Setelah itu , kami akan memberikan anak-anak perempuan kami kepadamu dan kami akan mengambil anak-anak perempuanmu bagi kami . Lalu , kami akan tinggal bersamamu dan kita akan menjadi satu bangsa . ||| Ladhe miu madhutu jꞌara neꞌe , èdhi heka paleo kèna . Aa jiꞌi pea ètu rai neꞌe hèi , sèna ka èdhi jꞌajꞌi mi èci .
Namun , jika kamu tidak mendengarkan kami , untuk disunat , kami akan mengambil anak perempuan kami dan kami akan pergi . ” ||| Te ngaa ladhe miu madhutu boe dadꞌèi jiꞌi , aa moꞌo boe suna , jiꞌi ngare hari ana hèni jiꞌi , ho kèdꞌi eele rai neꞌe . ”
Perkataan mereka dipandang baik oleh Hemor dan dipandang baik oleh Sikhem , anak Hemor . ||| Hèia Hemor dènge ana na Sikem roꞌo kahèi .
Pemuda itu tidak menunda-nunda untuk melakukannya karena dia sangat menginginkan anak perempuan Yakub itu dan dialah yang paling dihormati di antara keluarga ayahnya . ||| Te ngaa Sikem noꞌo heka mate , lula dꞌara na dꞌèi ae Dina . Dhèu isi rai ètu èèna pakabꞌua Sikem ne titu kèna .
Lalu , Hemor dan Sikhem , anaknya , pergi ke gerbang kotanya untuk berbicara kepada para laki-laki di kota itu , katanya ||| Ka Hemor dènge Sikem lasi asa era pamaꞌète lii , ètu hèbꞌa tedhe rae èèna , hèia ra padhue lii ne dènge kabarai sèra . Ra peka , aku rèngu na ,
“ Orang-orang ini bersahabat dengan kita . Karena itu , biarlah mereka tinggal di tanah kita dan berdagang di dalamnya . Sebab , lihatlah , tanah ini masih cukup luas bagi mereka . Marilah kita mengambil anak-anak perempuan mereka sebagai istri , dan biarlah kita memberikan anak-anak perempuan kita kepada mereka . ||| “ Aꞌari aaꞌi-aaꞌi ! Dhèu Israꞌel se , dꞌèi mamuri mera-milu dènge èdhi . De hudꞌi laa ta pea paꞌèci dènge rèngu ètu dedha-rai neꞌe . Rai ne taleo , de èdhi bisa pea paꞌèci aaꞌi-aaꞌi ti . Èdhi se bisa leo dènge ana bhèni rèngu . Aa rèngu bisa madhèdi dènge ana bhèni èdhi kahèi .
Hanya dengan syarat inilah orang-orang itu sepakat untuk tinggal bersama kita untuk menjadi satu bangsa , yaitu setiap laki-laki di antara kita harus disunat , sama seperti mereka juga telah disunat . ||| Lii manèngi rèngu dhoka èci di , nèti èdhi se . Ra manèngi , èdhi mone se aaꞌi-aaꞌi hudꞌi suna ku , madhutu adꞌa rèngu .
Bukankah nantinya ternak mereka , harta mereka , dan segala hewan mereka akan menjadi milik kita ? Jadi , mari kita sepakat dengan mereka , lalu mereka akan tinggal bersama kita . ” ||| Ladhe èdhi se pabꞌali le dènge rèngu , èèna na badha-manu dènge mèdha-panyau ra jꞌajꞌi unu èdhi . De beꞌa risi èdhi toꞌo la madhutu dadꞌèi ra . Mai sèna ka aaꞌi-aaꞌi ti suna ! Moꞌo , sina ma ? ”
Semua laki-laki yang pergi ke gerbang kota itu mendengarkan Hemor dan Sikhem , anaknya . Oleh karena itu , setiap laki-laki disunat , yaitu semua yang pergi ke gerbang kotanya itu . ||| Ka dhèu aaꞌi-aaꞌi ètu sèra sa , sèmi lii padhai lii Hemor dènge ana na Sikem . Hèia dhèu mone aaꞌi-aaꞌi ètu rai èèna suna palere-lere .
Tiga hari kemudian , sewaktu mereka masih kesakitan , dua orang dari anak laki-laki Yakub , yaitu Simeon dan Lewi , kakak-kakak Dina , mengambil pedangnya masing-masing , dan memasuki kota itu dengan berani , lalu mereka membunuh semua laki-laki itu . ||| Dꞌara lodꞌo ka tèlu , ropa rèngu dhu suna se , nuꞌa ra dhu pèdꞌa era , ka ana mone Dina , Simeon dènge Lewi , rare samala ra , kako mau-mau , lasi asa dꞌara kota . Ka dua ra pare pamadhe aaꞌi-aaꞌi dhèu mone sèra .
Mereka juga membunuh Hemor dan anaknya , Sikhem , dengan mata pedang . Kemudian , mereka membawa Dina keluar dari rumah Sikhem dan pergi . ||| Hemor dènge Sikem , ra pare pamadhe kahèi . Hèia ra rèti dènge ka Dina nèti dꞌara èmu Sikem , lèpa èmu rèngu .
Anak-anak Yakub mendatangi mereka yang terbunuh itu dan menjarah kota itu karena mereka telah menodai adik perempuannya . ||| Aa ana Yakob dhu cahagꞌe sèra , maso asa dꞌara kota èèna , ra parama rèti aaꞌi mèu-mèu isi kabarai èèna . Ra nasa , lula dhèu tao pakarehe ana hèni ra ètu èèna .
Mereka mengambil kawanan domba , ternak , dan keledainya , apa saja yang masih ada di kota itu , dan yang ada di ladang , ||| Ra parama rèti mèdha-panyau dhèu nèti dꞌara èmu ra , dènge eo rèti badha-manu aaꞌi-aaꞌi ètu dꞌara padꞌa .
seluruh kekayaannya , semua anaknya , dan istri-istrinya , bahkan menjarah segala sesuatu yang ada di dalam rumah . ||| Rèti aaꞌi bhèni dènge ana-ana , aa parame rare aaꞌi mèdha dhu kabꞌua nèti kabarai ne .
Akan tetapi , Yakub berkata kepada Simeon dan Lewi , “ Kamu telah menyusahkan aku dengan membusukkanku di antara penduduk negeri ini , di antara orang Kanaan dan orang Feris . Orang-orangku hanya sedikit jumlahnya , sedangkan mereka akan bergabung untuk melawanku dan menyerangku , dan aku pun akan dibinasakan , aku dan seisi rumahku . ” ||| Ropa Yakob neꞌa jꞌara dhu jꞌajꞌi èèna , na peka dènge Simeon dènge Lewi , “ Miu dua mi se , goa ngaa ka neꞌe ? Miu pajꞌèra jaꞌa ! Èèna na , dhèu Kanaꞌan dènge dhèu Peris dènge dhèu aaꞌi-aaꞌi ra ètu dedha rai neꞌe , tèka dꞌara dènge èdhi se . Rèngu se , dhèu ae-ae . Te ngaa èdhi se , dhèu ciki di . Ladhe rèngu se mai age èdhi , na , ra palaho aaꞌi èdhi . ”
Namun , mereka berkata , “ Haruskah dia memperlakukan adik perempuan kami seperti perempuan sundal ? ” ||| Te ngaa ana se dhaa dènge lii nasa , peka na , “ Ama ! Ama pangee na hudꞌi laa jiꞌi soro tèke si , sèna ka ra tao ana hèni jiꞌi ne , bhèni kajeo ! ”
Allah berfirman kepada Yakub , “ Bangunlah , pergilah ke Betel dan tinggallah di sana . Lalu , buatlah sebuah mazbah bagi Allah yang telah menampakkan diri kepadamu , ketika kamu melarikan diri dari kakakmu , Esau . ” ||| Èle èèna ka , Ama Lamatua padhai lii dènge Yakob , peka na , “ Jaꞌa ne , Ama Lamatua dhu padꞌelo iisi mi èu , lodꞌo èu rai nèti madha aꞌa mu Esau . Kèdꞌi , lamu dènge ka asa Betel . Ladhe dꞌai nèi , mu patitu mei korban hia Jaꞌa . Aa pea dènge ka ètu èèna . ”
Kemudian , Yakub berkata kepada seisi rumahnya dan kepada semua yang bersamanya , “ Singkirkanlah ilah-ilah lain yang ada di antara kalian , dan bersihkanlah dirimu , lalu gantilah pakaianmu . Mari kita bersiap-siap dan pergi ke Betel . Di sana , aku akan membuat sebuah mazbah bagi Allah yang menjawabku pada masa kesulitanku dan yang menyertaiku ke mana pun aku pergi . ” ||| Ka Yakob peka dènge isi èmu na aaꞌi-aaꞌi , aku nèngu na , “ Aaꞌi-aaꞌi ti lati dènge ka asa Betel . Uru èèna , lodꞌo jaꞌa ètu dꞌara jꞌajꞌèra , Ama Lamatua ka dhu ladhe-leru jaꞌa ètu èèna . Jaꞌa neo tao mei korban ètu nèi . De mi core eele mèdha sogo-tagu miu . Aa mi pamèu iisi mi , ho mi gati mèdha-papake leo , te èdhi neo pahaha iisi mi Ama Lamatua . ”
Kemudian , mereka menyerahkan segala ilah lain yang ada di tangan mereka dan anting-anting yang ada di telinga mereka kepada Yakub , lalu Yakub menanamnya di bawah pohon tarbantin , yang terletak di dekat Sikhem . ||| Ka ra oru mèdha sogo-tagu , dènge ate-ate ra aaꞌi-aaꞌi ra . Hèia Yakob dhènu mèdha se aaꞌi-aaꞌi ra ètu kapua ajꞌu aae ca kapua dhu padètu dènge rae Sikem .
Lalu , mereka berangkat dan kengerian dari Allah menimpa kota-kota di sekelilingnya sehingga mereka tidak mengejar keturunan Yakub itu . ||| Ropa Yakob dènge dhèu na aaꞌi-aaꞌi pakèdꞌi nèti Sikem , Ama Lamatua hia dꞌara madhaꞌu mi dhèu-dhèu dhu pea ètu dꞌara rae-rae dhu padètu dènge rae Sikem , ka ra bani boe tao karehe mi Yakob si .
Yakub tiba di Lus , yaitu Betel , yang terletak di tanah Kanaan , dia dan semua orang yang besertanya . ||| Ka Yakob si dꞌai dènge sodꞌa ètu Betel ( dhu uru èèna , ngara na Lus ) , ètu rai Kanaꞌan .
Yakub membangun sebuah mazbah di sana dan menamai tempat itu “ El-Betel ” karena di tempat itulah Allah menampakkan diri kepadanya , ketika dia melarikan diri dari kakaknya . ||| Ètu neꞌe , Yakob pudhi hadhu , tao mei korban . Ka na pangare era ne , El Betel , ( sasoa na ‘ Betel unu Ama Lamatua ’ ) , lula uru èèna Ama Lamatua padꞌelo iisi mi Yakob ètu era èèna , lodꞌo nèngu rai nèti madha aꞌa na .
Lalu , Debora , pengasuh Ribka , mati di sana dan dia dikuburkan di bawah Betel , di bawah pohon tarbantin sehingga namanya disebut “ Alon-Bakut ” . ||| Padètu dènge rae Betel , abhu ajꞌu aae ca kapua , ngara na Alon Bakut . Sasoa na ‘ ajꞌu tangi dhèu madhe ’ . Pake ngara ne , lodꞌo Debora , ina dhu lalau-laloꞌo Ribka , madhe , ka padhane ètu karasa ajꞌu èèna .
Kemudian , Allah kembali menampakkan diri kepada Yakub dan memberkatinya , ketika dia datang dari Padan-Aram . ||| Lodꞌo Yakob lèpa nèti Padan Aram , Ama Lamatua padꞌelo hari iisi Na , ka hia na berkat .
Allah berfirman kepadanya , “ Namamu Yakub , namamu tidak lagi akan disebut Yakub , melainkan Israel yang akan menjadi namamu. ” Jadi , Dia menamainya Israel . ||| Hèia Lamatua peka dènge ne , “ Nèti deo neꞌe ne , èu ngara heka Yakob , te ngaa Israꞌel .
Allah berfirman kepadanya , “ Akulah Allah Yang Mahakuasa , beranakcuculah dan berlipatgandalah : satu bangsa dan sekumpulan bangsa akan berasal darimu , dan raja-raja akan datang dari tubuhmu sendiri . ||| Jaꞌa ne , Ama Lamatua dhu Koasa Risi Eele . De èu matana paꞌae-ae , aa ana-èpu èu sèmi èèna kahèi . Bèli-camèdꞌa , suku-suku mai nèti ana-èpu èu . Aa nèti ana-èpu èu sèra , cèu dhèu aae-dhèu aae .
Tanah yang Kuberikan kepada Abraham dan Ishak akan Kuberikan kepadamu , bahkan Aku akan memberikan tanah ini kepada keturunanmu yang akan datang . ” ||| Rai dhu pangèdꞌu mi baki mu Abraham , dènge ama mu Isak , Jaꞌa hia mi èu dènge ana-èpu èu . ”
Kemudian , naiklah Allah dari padanya , dari tempat Dia berfirman kepadanya . Lalu , Yakub mendirikan sebuah tugu di tempat itu , tempat Allah telah berfirman kepadanya , sebuah tugu batu . Lalu , dia mencurahkan persembahan minuman ke atasnya dan dia mencurahkan minyak ke atasnya . ||| Lodꞌo Ama Lamatua peka nare , Yakob patitu dènge hadhu ètu era èèna , sèna ka jꞌajꞌi mi tadha ho na baku bhèlu eele lii Lamatua . Ka na bhori èi anggor dènge èi mènyi mi dedha hadhu na , hèia na mangajꞌi mi Lamatua .
Lalu , Yakub menamai tempat itu , tempat Allah telah berfirman kepadanya , Betel . ||| Era èèna , na pangare ‘ Betel ’ .
Lalu , mereka berangkat dari Betel . Ketika tidak terlalu jauh lagi jarak menuju Efrata , Rahel melahirkan , tetapi dia mengalami kesulitan untuk melahirkan . ||| Èle èèna ka , Yakob si pakèdꞌi nèti Betel . Ropa rèngu kajꞌèu èèna mèka nèti rae Efrata ( nuka Betlehem èèna ) , Rahel dhu dꞌai le lodꞌo nara iisi na . Te ngaa nara iisi carui , hèia na roe titu kèna .
Ketika dia sangat kesulitan untuk melahirkan , orang yang membantunya melahirkan berkata kepadanya , “ Jangan takut sebab kamu mendapatkan anak laki-laki lagi . ” ||| Ka ropa na pèngu stenga madhe , dhèu ai tadha peka dènge ne , “ Paꞌèra dꞌara èu , te mora iisi hari ana mone ca dhèu ! De baku paroe iisi . ”
Ketika nyawanya hampir melayang , dia menyebut nama anaknya , Ben-Oni , lalu dia pun mati . Namun , ayahnya menamainya Benyamin . ||| Lodꞌo Rahel oe maꞌète aꞌae , na pangare ana ne , Ben-Oni , ( dhu sasoa na ‘ ana nèti jꞌajꞌèra jaꞌa ’ ) . Ka heka na madhe kèna . Te ngaa Yakob hia ana ne ngara Benyamin , ( dhu sasoa na ‘ ana ai gꞌana ’ ) .
Demikianlah Rahel mati dan dikuburkan di jalan menuju ke Efrata , yaitu Betlehem . ||| Ka ra padhane Rahel ètu sebhe jꞌara dhu laꞌe asa Efrata , ( dhu limuri ne , ngara na Betlehem ) .
Yakub mendirikan sebuah tugu di atas kuburnya , dan itulah tugu kubur Rahel sampai hari ini . ||| Hèia Yakob pudhi lutu bhatu ètu roꞌa dhèu èmu na èèna . Dꞌai sange neꞌe , roꞌa Rahel ne era .
Kemudian , Israel berangkat dan mendirikan tendanya di luar Migdal-Eder . ||| Èle èèna ka , Yakob pea boe mi ca era sa . Ca tèka , na patitu paleo ètu sebhe manara Eder .
Ketika Israel tinggal di tanah itu , Ruben bersetubuh dengan Bilha , gundik ayahnya , dan Israel mendengarnya . Saat itu , anak laki-laki Yakub berjumlah dua belas orang . ||| Lodꞌo rèngu ètu era èèna , Ruben jꞌunu dènge Bilha , dhèu èmu piara ama na . Èèna ka , Yakob neꞌa jꞌara neꞌe kahèi . Ana mone Yakob , canguru dua dhèu .
Anak-anak Lea adalah Ruben , anak sulung Yakub , kemudian Simeon , Lewi , Yehuda , Isakhar , dan Zebulon . ||| Ana-ana nèti Lea , nuka : Ruben ( ana uuru Yakob ) , Simeon , Lewi , Yahuda , Isaskar , dènge Sebulon .
Anak-anak Rahel adalah Yusuf dan Benyamin . ||| Ana-ana Rahel , nuka : Yusuf dènge Benyamin .
Anak-anak Bilha , hamba Rahel , adalah Dan dan Naftali . ||| Ana-ana nèti Bilha , ènu Rahel : Dan dènge Naftali .
Anak-anak Zilpa , hamba Lea , adalah Gad dan Asyer . Mereka inilah anak-anak Yakub yang dilahirkan baginya di Padan-Aram . ||| Aa ana-ana nèti Silpa , ènu Lea , nuka : Gad dènge Aser . Rara iisi ana se ètu Padan Aram .
Lalu , Yakub datang kepada Ishak , ayahnya , di Mamre , di Kiryat-Arba , yaitu Hebron . Di sinilah Abraham dan Ishak tinggal sementara . ||| Èle èèna ka , Yakob laꞌe ngadꞌo ama na Isak asa Mamre , dhu dètu dènge Kiryat-Arba ( dhu limuri ne , ngara na Hebron ) . Uru èèna , baki na Abraham pea ètu èèna .
Umur Ishak adalah 180 tahun . Kemudian , hidup Ishak berakhir dan dia pun mati . Dia dikumpulkan kepada kaumnya , menjadi tua , dan genap hari-harinya . Anak-anaknya , Esau dan Yakub , yang menguburkannya . ||| Umur Isak dꞌai 180 ( ca ngasu aru nguru ) tèu , heka madhe kèna . Ka ana na Esau dènge Yakob padhane ne .
Inilah keturunan Esau , yang adalah Edom . ||| Neꞌe ne , ana-èpu Esau . Ngara Esau dhu leo , Edom .
Esau mengambil istri dari anak-anak perempuan Kanaan , yaitu Ada , anak Elon , orang Het ; Oholibama , anak Ana , anak perempuan Zibeon , orang Hewi ; ||| Esau leo dènge ana bhèni Kanaꞌan dhèu dua . Èci dhèu Het , ana bhèni nèti Elon , ngara na Ada . Dhèu èmu na èci hari , dhèu Hewi , ngara na Oholibama . Ama na , ngara na Anah , aa baki na Sibeon .
dan Basmat , anak Ismael , saudara perempuan Nebayot . ||| Esau leo kahèi dènge ana Ismael , ngara na Basmat . Ana mone Basmat , ngara na Nebayot .
Lalu , Ada melahirkan Elifas bagi Esau , Basmat melahirkan Rehuel , ||| Ada , dhèu èmu uuru Esau , nara iisi Elifas . Basmat matana Rahuel .
dan Oholibama melahirkan Yeush , Yaelam , dan Korah . Inilah anak-anak laki-laki Esau yang dilahirkan baginya di tanah Kanaan . ||| Aa Oholibama matana Yeus , Yalam dènge Kora . Ana Esau aaꞌi-aaꞌi ra sèra rara iisi si ètu rai Kanaꞌan .
Kemudian , Esau membawa istri-istrinya , anak-anak laki-lakinya , anak-anak perempuannya , dan semua orang di rumahnya , dan ternaknya , dan segala binatangnya , dan segala harta benda miliknya yang diperolehnya di tanah Kanaan , untuk pergi ke tanah yang jauh dari Yakub , adiknya . ||| Ca tèka , Esau pidha asa rai leo cue dhu kajꞌèu nèti Yakob . Laꞌe nèti aaꞌi bhèni-ana niki , dhèu-dhèu sabꞌa , badha-manu , dènge mèdha-panyau na .
Sebab , harta benda mereka sudah terlalu banyak untuk mereka dapat tinggal bersama-sama , dan tanah tempat tinggal sementara mereka tidak lagi dapat menampung mereka karena ternaknya . ||| Esau pacèri dènge Yakob , lula badha-manu ra dènge mèdha-panyau ra ae dꞌai seli . Nèti èèna ka , era pea rèngu katata ètu rai èèna .
Jadi , Esau tinggal di pegunungan Seir . Esau adalah Edom . ||| Hèia Esau ( nuka Edom ) laꞌe pea ètu ledhe ètu Seir .
Inilah keturunan Esau , nenek moyang orang Edom di pegunungan Seir . ||| Seꞌe se , ana-èpu Esau dhu ra peka na ‘ dhèu Edom ’ . Rèngu pea ètu era ledhe Seir .
Inilah nama-nama keturunan Esau : Elifas , anak Ada , istri Esau ; Rehuel , anak Basmat , istri Esau . Keturunan Elifas adalah Teman , Omar , Zefo , Gaetam , dan Kenas . Timna adalah gundik Elifas , anak Esau , dan dia melahirkan Amalek bagi Elifas . Itulah keturunan Ada , istri Esau . Inilah keturunan Rehuel : Nahat , Zerah , Syama , dan Miza . Itulah keturunan Basmat , istri Esau . ||| Ada , dhèu èmu Esau , nara iisi ana mone ca dhèu , ngara na Elifas . Elifas ne , ana mone na , dhèu lèmi , nuka : Teman , Omar , Sefo , Gatam dènge Kenas . Dhèu èmu piara Elifas , ngara na Timna . Nara iisi ana mone ca dhèu , ngara na Amalek . Dhèu èmu Esau , Basmat , nara iisi ana mone ca dhèu , ngara na Rehuel . Rehuel abhu ana mone dhèu èpa , nuka : Nahat , Sera , Syama , dènge Misa .
Inilah keturunan Oholibama , anak Ana , anak perempuan Zibeon , istri Esau . Dia melahirkan Yeush , Yaelam , dan Korah bagi Esau . ||| Dhèu èmu Esau , Oholibama , ana nèti Anah , aa èpu nèti Sibeon , nara iisi ana mone dhèu tèlu , nuka : Yeus , Yalam , dènge Kora .
Inilah para kepala kaum dari keturunan Esau : keturunan Elifas , anak sulung Esau , adalah kepala kaum Teman , kepala kaum Omar , kepala kaum Zefo , dan kepala kaum Kenas , kepala kaum Korah , kepala kaum Gaetam , dan kepala kaum Amalek . Itulah para kepala kaum yang berasal dari Elifas di tanah Edom , yang adalah keturunan Ada . ||| Ana-èpu Esau se pahagꞌa lème , ka jꞌajꞌi mi suku ae-ae . Èci-èci ka dènge kapala suku ra . Ana-ana Elifas , dhu ana uuru nèti Esau , jꞌajꞌi kapala suku nèti suku Teman , suku Omar , suku Sefo , suku Kenas , suku Kora , suku Gatam dènge suku Amalek . Rèngu aaꞌi-aaꞌi seꞌe , ana-èpu nèti Esau dènge dhèu èmu na Ada .
Inilah keturunan Rehuel , anak Esau : kepala kaum Nahat , kepala kaum Zerah , kepala kaum Syama , dan kepala kaum Miza . Itulah para kepala kaum yang berasal dari Rehuel di tanah Edom , yang adalah keturunan Basmat , istri Esau . ||| Ana-ana Rehuel , dhu ana nèti Esau , jꞌajꞌi kapala suku nèti suku Nahat , suku Sera , suku Syama , dènge suku Misa . Aaꞌi-aaꞌi se , ana-èpu Esau dènge dhèu èmu na , Basmat .
